"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","159","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","0","2","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","96","2","0.000000","0","0"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","77","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","127","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","77","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","77","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","145","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1069","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyRG/M_SkinHead_Master_RG_01.M_SkinHead_Master_RG_01","0","0","114","2","0.000000","0","57"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyRG/M_EyeLashes_RG_Master.M_EyeLashes_RG_Master","0","0","57","1","0.000000","0","171"
"/Game/SubcultureGirl/Materials/Skin_Body/Skin_BodyBase/M_SkinBody_Master_01.M_SkinBody_Master_01","0","0","57","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/EyeBall/M_EyeBall_Master_01.M_EyeBall_Master_01","0","0","114","2","0.000000","0","114"
"/Game/SubcultureGirl/Materials/HairF/M_HairF_01.M_HairF_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/HeavyBootsB/M_HeavyBootsB_Master_01.M_HeavyBootsB_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/BikerJacketA/M_BikerJacketA_Master_01.M_BikerJacketA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/GloveFingerlessA/M_GloveFingerlessA_Master_01.M_GloveFingerlessA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/PantsLeatherA/M_PantsLeatherA_Master_01.M_PantsLeatherA_Master_01","0","0","45","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/ShoesA/M_CGirl_SnoesA_Master_01.M_CGirl_SnoesA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/HairB/M_HairB_01.M_HairB_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/TShirtB/M_TShirtB_Master_PNT_01.M_TShirtB_Master_PNT_01","0","0","162","2","0.000000","0","81"
"/Game/SubcultureGirl/Materials/Clothes/SocksThinLongB/M_SocksThinLongB_Master_01.M_SocksThinLongB_Master_01","0","0","108","3","0.000000","0","36"
"/Game/SubcultureGirl/Materials/Clothes/SkirtMiniB/M_Skirt_MiniB_Master_01.M_Skirt_MiniB_Master_01","0","0","198","2","0.000000","0","99"
"/Game/SubcultureGirl/Materials/Props/Accessories/Collar_BracerA/M_Collar_BracerA_Master_01.M_Collar_BracerA_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyLF/M_SkinHead_Master_LF_01.M_SkinHead_Master_LF_01","0","0","114","2","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/TShirtB/M_TShirtB_Master_01.M_TShirtB_Master_01","0","0","162","2","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/HeavyBootsA/M_HeavyBootsA_Master_01.M_HeavyBootsA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/HairF/M_HairF_02.M_HairF_02","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/HippieDressA/M_HippieDressA_Master_01.M_HippieDressA_Master_01","0","0","297","3","0.000000","0","99"
"/Game/SubcultureGirl/Materials/Clothes/HippieDressB/M_HippieDressB_Master_01.M_HippieDressB_Master_01","0","0","198","2","0.000000","0","198"
"/Game/SubcultureGirl/Materials/Clothes/SocksThinLong/M_SocksLongThin_Master_01.M_SocksLongThin_Master_01","0","0","72","2","0.000000","0","72"
"/Game/SubcultureGirl/Materials/HairG/M_HairG_01.M_HairG_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/PantsDenimC/M_PantsDenimC_Master_01.M_PantsDenimC_Master_01","0","0","138","2","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/SkirtMiniA/M_CGirl_SkirtMini_Master_01.M_CGirl_SkirtMini_Master_01","0","0","396","4","0.000000","0","99"
"/Game/SubcultureGirl/Materials/Props/Headgears/Baseball_Cap_Bald/M_Baseball_Cap_Bald_Master_01.M_Baseball_Cap_Bald_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/SneakersA/M_CGirl_SneakersA_Master.M_CGirl_SneakersA_Master","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/KnitCapA/M_KnitCapHairA_Master_01.M_KnitCapHairA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/KnitCapA/M_KnitCapA_Master_01.M_KnitCapA_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/CargoPantsA/M_CargoPantsA_Master_01.M_CargoPantsA_Master_01","0","0","138","2","0.000000","0","69"
"/Game/SubcultureGirl/Materials/Clothes/TShirtA/M_CGirl_TShirtA_Master_01.M_CGirl_TShirtA_Master_01","0","0","324","4","0.000000","0","162"
"/Game/SubcultureGirl/Materials/Props/Headgears/SunglassesA/M_SunglassesFramesA_Master_01.M_SunglassesFramesA_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/SunglassesA/M_RefractionFresnel01.M_RefractionFresnel01","0","0","90","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/SunglassesA/M_SunglassesVisorA_Master_01.M_SunglassesVisorA_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/BandanaA/M_BandanaA_Master_01.M_BandanaA_Master_01","0","0","108","3","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/SocksThinShort/M_SocksShortThin_Master_01.M_SocksShortThin_Master_01","0","0","144","4","0.000000","0","72"
"/Game/SubcultureGirl/Materials/Clothes/Jacket_Denim/M_CGirl_JacketDenim_Master_01.M_CGirl_JacketDenim_Master_01","0","0","45","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/SneakersB/M_SneakersB_Master_01.M_SneakersB_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyRF/M_SkinHead_Master_RF_01.M_SkinHead_Master_RF_01","0","0","114","2","0.000000","0","57"
"/Game/SubcultureGirl/Materials/Props/Headgears/Baseball_Cap_Hair/M_CGirl_HairHatA_Master_01.M_CGirl_HairHatA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/Baseball_Cap_Hair/M_Baseball_Cap_Hair_Master_01.M_Baseball_Cap_Hair_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Skin_Body/Skin_BodyBase/M_SkinHead_Master_01.M_SkinHead_Master_01","0","0","171","3","0.000000","0","114"
"/Game/SubcultureGirl/Materials/HairH/M_HairH_01.M_HairH_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/HairA/M_HairA_01.M_HairA_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/Sandals/M_CGirl_Sandals_Master_01.M_CGirl_Sandals_Master_01","0","0","45","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesRoundShapeA/M_SunglassesVisorA_Master_01.M_SunglassesVisorA_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesRoundShapeA/M_GlassesRoundShapeA_Master_01.M_GlassesRoundShapeA_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/HairI/M_HairI_01.M_HairI_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/Pants_Denim/M_CGirl_PantsDenim_Master_01.M_CGirl_PantsDenim_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/PantsFlareA/M_PantsFlareA_Master_01.M_PantsFlareA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/CowboyBootsA/M_CowboyBootsA_Master_01.M_CowboyBootsA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesCommonA/M_RefractionFresnel_02.M_RefractionFresnel_02","0","0","90","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesCommonA/MI_GlassesC_Master_01.MI_GlassesC_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/PantsDenimB/M_PantsDenimB_Master_01.M_PantsDenimB_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/GothDressA/M_GothDressA_Master_01.M_GothDressA_Master_01","0","0","69","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyLF/M_SkinBody_Master_LF_01.M_SkinBody_Master_LF_01","0","0","57","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/HairC/M_HairC_01.M_HairC_01","0","0","69","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_Clothes.M_Clothes","0","0","180","2","0.000000","0","216"
"/Game/Character/Common/Materials/M_hiar.M_hiar","0","0","219","1","0.000000","0","219"
"/Game/Character/Common/Materials/M_Head.M_Head","0","0","48","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_BodySkin.M_BodySkin","0","0","48","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_Nails.M_Nails","0","0","36","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_Teeth.M_Teeth","0","0","57","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_LacrimalFluid.M_LacrimalFluid","0","0","146","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_EyeRefractive.M_EyeRefractive","0","0","159","1","0.000000","0","159"
"/Game/Character/Common/Materials/M_EyeOcclusion.M_EyeOcclusion","0","0","32","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_Eyelash.M_Eyelash","0","0","219","1","0.000000","0","219"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/SubcultureGirl/ThirdPersonTemplate/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/SubcultureGirl/ThirdPersonTemplate/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesRoundShapeA/M_RefractionFresnel01.M_RefractionFresnel01","0","0","90","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Textures/LOGO/Color.Color","0","0","8","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Master/M_Simple_Master.M_Simple_Master","0","0","49","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Master/M_Light_Master.M_Light_Master","0","0","21","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Master/M_Monitor.M_Monitor","0","0","21","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Master/M_Glass_Master.M_Glass_Master","0","0","44","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Foliage/M_ScotsPine_01_Leaves.M_ScotsPine_01_Leaves","0","0","49","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Foliage/M_FieldGrass_01.M_FieldGrass_01","0","0","294","3","0.000000","0","196"
"/Game/Environment/Map/Logo/Materials/Master/M_Decal_Emissive_Master.M_Decal_Emissive_Master","0","0","43","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Foliage/BogMyrtle_01_Fronds_Mat.BogMyrtle_01_Fronds_Mat","0","0","98","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Foliage/M_BogMyrtle_01_Billboard.M_BogMyrtle_01_Billboard","0","0","98","1","0.000000","0","0"
"/Game/Environment/Map/GreenMap/Mesh/Color.Color","0","0","8","1","0.000000","0","0"
"/Game/Environment/Map/BlueMap/Mesh/Color.Color","0","0","8","1","0.000000","0","0"
"/Game/Environment/LightMaps/Materials/M_BackgoundPlane.M_BackgoundPlane","0","0","12","1","0.000000","0","0"
"/Game/Environment/LightMaps/Materials/M_BackGlow.M_BackGlow","0","0","28","1","0.000000","0","0"
"/Game/SubcultureGirl/ThirdPersonTemplate/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","232","2","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Skin_Body/SkinBodyLF/M_SkinHead_Master_LF_Extra_01.M_SkinHead_Master_LF_Extra_01","0","0","57","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Props/Headgears/GlassesCommonA/M_GlassesCVisor_Master_01.M_GlassesCVisor_Master_01","0","0","36","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/EyeBall/M_CGirl_EyeShadow_01.M_CGirl_EyeShadow_01","0","0","64","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Env/M_Sharpen.M_Sharpen","0","0","4","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Env/M_Floor_Master.M_Floor_Master","0","0","21","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Env/M_Dome_Master.M_Dome_Master","0","0","2","1","0.000000","0","0"
"/Game/SubcultureGirl/Materials/Clothes/Pants_Denim/M_CGirl_PantsDenimB_Master_01.M_CGirl_PantsDenimB_Master_01","0","0","207","3","0.000000","0","0"
"/Game/Environment/Map/Logo/Textures/LOGO/LOGO.LOGO","0","0","8","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Master/M_Decal_Master.M_Decal_Master","0","0","45","1","0.000000","0","0"
"/Game/Environment/Map/Logo/Materials/Foliage/M_ScotsPine_01_Billboard.M_ScotsPine_01_Billboard","0","0","36","1","0.000000","0","0"
"/Game/Character/Common/Materials/Eye_Occlusion.Eye_Occlusion","0","0","64","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_Opacity.M_Opacity","0","0","24","1","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/MA_HairSheet.MA_HairSheet","0","0","219","1","0.000000","0","219"
"/Game/Character/Yaoyao_01/Complete/Materials/M/yaoyaojiutoufa.yaoyaojiutoufa","0","0","219","1","0.000000","0","219"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_Yao_hair.M_Yao_hair","0","0","438","2","0.000000","0","438"
"/Game/Character/Yaoyao_01/Complete/Materials/M/EYE_jiemao.EYE_jiemao","0","0","675","2","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_cloth_Opacity.M_cloth_Opacity","0","0","440","3","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_xie.M_xie","0","0","150","2","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_YaoyaoHead.M_YaoyaoHead","0","0","48","1","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_watch.M_watch","0","0","36","1","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_SkinSurface.M_SkinSurface","0","0","48","1","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_Mouth.M_Mouth","0","0","48","1","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_LeiXian.M_LeiXian","0","0","154","1","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/M_Leg.M_Leg","0","0","36","1","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/D_lacrimal_fluid.D_lacrimal_fluid","0","0","146","1","0.000000","0","0"
"/Game/Character/Yaoyao_01/Complete/Materials/M/Clip_Mat.Clip_Mat","0","0","36","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_silver.M_silver","0","0","36","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_Hair.M_Hair","0","0","104","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_eyelashes.M_eyelashes","0","0","96","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_eyeBall.M_eyeBall","0","0","48","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_body.M_body","0","0","72","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/CatoonAni/Characters/GirlTest/M_Blackleather.M_Blackleather","0","0","36","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/M_silver.M_silver","0","0","36","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/M_Hair.M_Hair","0","0","84","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/M_GirlBody.M_GirlBody","0","0","48","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/M_eyelashes.M_eyelashes","0","0","112","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/M_Cloth.M_Cloth","0","0","36","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/M_Blackleather.M_Blackleather","0","0","36","1","0.000000","0","0"
"/Game/Character/Shanghai/GirlTest/Texture/lambert5.lambert5","0","0","48","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_Mater.M_Mater","0","0","36","1","0.000000","0","0"
"/Game/Character/Common/Materials/M__Leg.M__Leg","0","0","36","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_Tongue.M_Tongue","0","0","48","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_Teeth2.M_Teeth2","0","0","48","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_hair_v2.M_hair_v2","0","0","139","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_shoes.M_shoes","0","0","81","1","0.000000","0","0"
"/Game/Character/Common/Materials/M_fabric_simpler_fuzz_option.M_fabric_simpler_fuzz_option","0","0","123","1","0.000000","0","0"
